,drug_name,condition,rating,useful_count,nltkReviewScore
,,,10,20,0.5719
,,,8,127,-0.9607
,,,9,135,-0.9629
,,,5,13,-0.8984
,,,1,26,-0.3182
,,,8,8,0.6003
,,,1,1,-0.6597
,,,8,9,-0.7096
,,,10,31,-0.2263
,,,7,23,-0.2025
,,,10,10,0.91
,,,1,37,-0.711
,,,2,9,0.8338
,,,1,23,-0.5707
,,,9,49,0.8807
,,,9,68,0.3455
,,,10,39,0.8737
,,,10,38,-0.8302
,,,5,27,0.629
,,,10,31,0
,,,1,3,0
,,,9,57,0.9558
,,,10,38,0.4118
,,,1,9,-0.9745
,,,10,25,0.7713
,,,10,47,-0.8176
,,,10,13,0.8519
,,,5,25,0.4215
,,,4,12,-0.296
,,,9,21,-0.022
,,,10,64,0.6361
,,,10,101,0.6884
,,,9,15,0.745
,,,10,26,0.9001
,,,2,4,0.7177
,,,9,90,0.4767
,,,9,78,0.3612
,,,1,0,-0.4389
,,,1,0,-0.6958
,,,5,4,-0.7717
,,,10,61,-0.971
,,,3,58,-0.4243
,,,9,33,0.5267
,,,10,14,-0.9183
,,,5,37,0.6743
,,,10,5,0.4387
,,,10,35,0.9682
,,,1,0,-0.4936
,,,2,7,-0.9287
,,,8,68,0.7924
,,,10,12,0.4404
,,,10,6,0.9596
,,,10,69,0.573
,,,10,17,-0.4364
,,,7,1,-0.9103
,,,10,55,-0.6369
,,,7,75,-0.9788
,,,10,44,-0.3182
,,,1,3,-0.6768
,,,9,2,0.5207
,,,9,36,0.0202
,,,8,18,-0.906
,,,9,21,0.3595
,,,2,7,-0.6705
,,,10,40,-0.5789
,,,10,31,0.8251
,,,8,11,0.5267
,,,2,43,-0.9098
,,,8,13,0.4767
,,,4,2,0.1779
,,,1,7,0.817
,,,8,9,-0.9421
,,,10,65,0
,,,3,1,-0.872
,,,5,15,-0.8934
,,,1,45,-0.296
,,,8,13,0.7783
,,,10,6,0.7235
,,,9,39,0.0772
,,,2,5,0.8271
,,,6,48,-0.0258
,,,10,20,-0.6956
,,,10,33,-0.9502
,,,10,0,0
,,,10,1,-0.079
,,,9,2,-0.1759
,,,3,23,-0.9179
,,,9,21,0.7902
,,,8,8,-0.1779
,,,9,5,0.8742
,,,10,5,0.9578
,,,9,139,0
,,,8,2,-0.8468
,,,8,1,0.5574
,,,1,0,-0.9582
,,,10,11,0.9709
,,,10,41,0.3164
,,,8,3,0.7351
,,,9,43,0.8999
,,,9,64,0.5574
,,,5,6,0
,,,4,8,0.4404
,,,10,15,0.9442
,,,10,22,0.0258
,,,9,129,-0.4762
,,,10,23,0.8567
,,,10,94,0.8316
,,,10,28,0.3944
,,,5,8,0.0258
,,,8,8,0.0018
,,,7,0,0.9057
,,,8,17,0.4767
,,,8,66,0.4215
,,,5,29,0.7717
,,,1,5,-0.8555
,,,10,37,0.8117
,,,6,18,0.7108
,,,9,45,0.4191
,,,10,17,-0.6808
,,,7,13,0.8452
,,,9,1,0.0772
,,,8,12,0.8395
,,,10,23,-0.25
,,,10,20,0.1106
,,,1,22,-0.9375
,,,6,1,-0.765
,,,10,20,0.1391
,,,6,21,0
,,,10,47,-0.9329
,,,1,4,0.741
,,,9,186,0.9536
,,,5,10,-0.3612
,,,9,12,-0.6605
,,,7,17,0.875
,,,8,2,-0.4423
,,,10,9,-0.636
,,,9,12,0.1397
,,,10,88,0.6808
,,,3,4,-0.8381
,,,10,128,-0.636
,,,9,23,-0.7906
,,,10,22,0.4215
,,,10,27,0.3786
,,,1,2,-0.9544
,,,9,28,0.5566
,,,9,84,-0.5267
,,,8,78,0.8984
,,,8,23,0.6988
,,,1,15,0.7996
,,,5,10,0.7096
,,,1,13,0.079
,,,9,16,-0.2023
,,,10,68,-0.0516
,,,1,3,0.5587
,,,2,10,-0.8957
,,,8,8,-0.3673
,,,9,4,0.735
,,,1,4,0.34
,,,8,47,-0.9274
,,,10,50,0.8093
,,,10,17,0.6249
,,,9,11,0.743
,,,9,40,0
,,,2,8,-0.9258
,,,9,14,0
,,,8,27,-0.5093
,,,9,10,-0.8316
,,,9,65,-0.0516
,,,10,70,0.4927
,,,8,92,0.5574
,,,6,1,-0.7506
,,,2,0,0.4404
,,,10,22,0.9081
,,,10,79,-0.2263
,,,10,7,-0.8844
,,,10,61,-0.3907
,,,6,1,-0.8775
,,,9,9,0.6239
,,,2,29,0.9325
,,,5,18,-0.6808
,,,10,71,0.9616
,,,10,14,0.1278
,,,10,78,0.946
,,,10,157,-0.8752
,,,10,152,0.2714
,,,10,19,0
,,,1,3,-0.7178
,,,9,21,-0.6705
,,,9,50,0.5423
,,,9,37,-0.9845
,,,10,77,-0.9401
,,,10,78,-0.9347
,,,10,21,-0.9769
,,,9,25,0.9547
,,,8,19,-0.8519
,,,4,8,-0.6942
,,,9,63,-0.9595
,,,3,29,-0.6963
,,,9,19,-0.2987
,,,3,42,-0.5766
,,,2,7,-0.8779
,,,10,15,-0.2023
,,,3,5,-0.7202
,,,5,5,-0.0772
,,,9,5,0.7089
,,,9,37,-0.899
,,,8,106,0.8115
,,,7,14,0.3818
,,,10,75,0.6249
,,,10,11,0.3597
,,,10,0,0.9445
,,,10,69,0.8356
,,,1,11,0.8708
,,,9,26,0.7783
,,,1,17,-0.9744
,,,8,21,0.8569
,,,7,7,-0.7156
,,,10,195,-0.6907
,,,10,164,0.8827
,,,10,71,0.8087
,,,9,10,0.1513
,,,10,51,-0.9023
,,,10,4,0.8748
,,,9,10,0.7646
,,,10,7,0.745
,,,10,54,-0.7269
,,,1,5,-0.8555
,,,10,6,0.9665
,,,10,20,0.9317
,,,3,26,-0.2924
,,,9,0,0.6371
,,,10,44,0.9564
,,,10,42,0.9358
,,,10,85,0.0772
,,,9,41,0.0772
,,,3,36,-0.0772
,,,8,46,0.617
,,,5,93,0.5574
,,,1,29,-0.7184
,,,10,202,0.9063
,,,9,18,-0.9702
,,,2,46,-0.7003
,,,9,18,-0.7579
,,,5,6,0
,,,1,20,0.128
,,,9,35,-0.3956
,,,10,14,-0.9032
,,,9,34,0.2115
,,,9,14,0.5067
,,,10,3,-0.7906
,,,10,138,-0.1335
,,,10,32,0.68
,,,7,6,-0.8225
,,,7,13,-0.9156
,,,10,46,0.5423
,,,10,17,0.6204
,,,10,19,0.3612
,,,8,18,0.8058
,,,9,9,-0.3804
,,,9,2,0.7925
,,,10,41,-0.8478
,,,10,7,-0.5106
,,,1,6,-0.6249
,,,1,5,-0.8904
,,,10,129,-0.6597
,,,10,10,-0.6599
,,,10,4,0.8109
,,,10,37,0.9557
,,,6,14,0.7906
,,,2,1,0.9101
,,,7,7,-0.8834
,,,1,123,-0.9468
,,,10,6,-0.5562
,,,10,35,0.8691
,,,10,4,0.2263
,,,1,10,-0.6249
,,,5,2,-0.6142
,,,8,21,0.1739
,,,10,5,0.0772
,,,9,93,0.5859
,,,7,4,0.8711
,,,9,85,0.9118
,,,1,15,0.5106
,,,1,21,-0.7002
,,,9,17,-0.8783
,,,9,22,0.3182
,,,8,283,-0.4902
,,,6,76,0.5233
,,,1,13,0.1918
,,,10,80,-0.1779
,,,9,9,-0.0258
,,,1,2,-0.8957
,,,2,0,-0.9657
,,,10,39,0.9042
,,,3,22,-0.128
,,,9,1,0.7003
,,,10,33,0.9439
,,,5,22,-0.9773
,,,3,8,0.5423
,,,9,4,0.9254
,,,10,27,-0.5423
,,,10,3,-0.1027
,,,10,3,-0.2244
,,,3,67,-0.9002
,,,10,18,-0.719
,,,10,20,0.8395
,,,8,7,0.784
,,,4,22,0.3802
,,,10,149,-0.0258
,,,10,22,0.1531
,,,4,4,-0.2263
,,,10,37,-0.873
,,,10,24,-0.743
,,,9,16,-0.4381
,,,8,6,0.0997
,,,4,53,-0.3832
,,,9,31,0.8867
,,,9,10,0.9493
,,,1,6,-0.941
,,,1,6,0.2905
,,,7,16,0.8829
,,,7,14,0.9528
,,,10,111,-0.7553
,,,10,3,-0.3802
,,,2,23,-0.4019
,,,1,0,0.9509
,,,9,153,0.1387
,,,8,5,-0.9246
,,,8,28,0.5526
,,,9,60,-0.4767
,,,7,3,0.1027
,,,4,2,0.7579
,,,9,3,0.7568
,,,1,9,0.6571
,,,10,6,0.8264
,,,10,23,0.8953
,,,8,34,-0.9553
,,,6,17,0.8591
,,,1,11,-0.9393
,,,10,16,0.742
,,,1,26,0.8349
,,,10,520,-0.7845
,,,10,3,0.9621
,,,10,39,-0.5719
,,,10,77,0.3182
,,,10,46,-0.8555
,,,9,6,0.2732
,,,10,3,0.1134
,,,9,62,0.1027
,,,10,9,-0.6808
,,,10,80,0.1027
,,,9,2,-0.2677
,,,3,15,-0.0951
,,,1,1,-0.4588
,,,7,4,0.8221
,,,3,12,0.1531
,,,9,83,-0.23
,,,10,44,-0.8319
,,,7,12,0.4344
,,,9,51,0.836
,,,8,42,0.8685
,,,10,4,0.9491
,,,10,36,0.1815
,,,10,75,-0.6808
,,,10,10,0.883
,,,8,28,-0.2732
,,,8,42,-0.8934
,,,5,49,-0.9802
,,,2,8,-0.7979
,,,8,2,0.2263
,,,9,50,0.0174
,,,8,12,0.1027
,,,8,44,-0.7351
,,,10,93,0.4939
,,,1,6,0.3611
,,,10,14,-0.8734
,,,1,15,-0.9545
,,,10,8,-0.7722
,,,1,25,-0.7184
,,,8,31,0.4184
,,,7,1,-0.374
,,,10,5,0.224
,,,6,1,0.8442
,,,6,11,0.2023
,,,10,178,0.6808
,,,2,6,-0.9538
,,,10,1,-0.8791
,,,6,24,0.765
,,,7,21,0.5719
,,,1,26,-0.9299
,,,5,5,-0.4215
,,,1,0,-0.5106
,,,10,53,0.4482
,,,9,40,-0.5106
,,,10,54,0.6734
,,,4,37,0.7624
,,,8,5,0.6605
,,,8,11,0
,,,9,29,0.3244
,,,1,17,-0.7906
,,,10,24,0.5719
,,,2,23,-0.685
,,,10,26,0.7003
,,,5,13,0.2058
,,,9,35,-0.9201
,,,1,6,-0.3542
,,,10,14,0.875
,,,7,55,0.7845
,,,10,9,0.5684
,,,10,102,0.891
,,,8,36,-0.6597
,,,10,64,-0.5994
,,,10,36,0.659
,,,10,108,0.9116
,,,10,17,0.5853
,,,8,38,0.1531
,,,1,2,0.3612
,,,8,9,0.25
,,,10,52,0.7574
,,,8,83,-0.7178
,,,1,55,-0.4466
,,,10,59,-0.6808
,,,9,14,-0.6705
,,,4,2,-0.8271
,,,10,61,0.6369
,,,10,24,0.75
,,,10,30,0.9231
,,,10,56,0.9168
,,,10,4,0
,,,3,182,-0.7096
,,,10,142,-0.915
,,,9,25,-0.8976
,,,10,11,-0.765
,,,5,93,-0.6793
,,,7,18,0.4003
,,,7,39,0.0772
,,,10,38,-0.9728
,,,9,17,0.9717
,,,8,8,-0.9573
,,,4,11,0.228
,,,9,0,0.9318
,,,1,12,-0.0315
,,,1,4,-0.9307
,,,10,20,0.1531
,,,10,24,-0.2023
,,,1,14,0.1027
,,,10,29,0.7184
,,,3,8,0.5954
,,,7,3,-0.1154
,,,1,19,-0.802
,,,10,10,0.9217
,,,8,26,0.5423
,,,8,111,-0.8412
,,,3,17,0.3182
,,,8,20,0.743
,,,6,19,-0.6486
,,,8,0,0.8656
,,,10,5,-0.1722
,,,5,12,-0.5719
,,,10,62,0.8225
,,,1,16,-0.9892
,,,2,6,-0.8979
,,,10,0,-0.1513
,,,8,22,-0.3818
,,,9,74,-0.235
,,,9,70,-0.099
,,,1,6,0.8957
,,,9,41,0.9559
,,,7,34,-0.7579
,,,1,30,-0.8271
,,,10,13,-0.2732
,,,10,25,0.784
,,,8,98,0.4767
,,,1,159,0.5574
,,,9,3,-0.1774
,,,9,33,-0.0697
,,,10,25,-0.6597
,,,6,1,-0.7003
,,,10,26,0.9592
,,,1,6,-0.4767
,,,3,7,-0.986
,,,3,7,0.1769
,,,10,5,0.7783
,,,9,52,0.7769
,,,9,31,0.9322
,,,7,25,-0.923
,,,10,32,0.6249
,,,10,71,0.836
,,,1,2,-0.6449
,,,9,6,0.6779
,,,3,3,-0.98
,,,5,3,0.6411
,,,9,34,0.8779
,,,6,20,0.1779
,,,10,7,-0.8906
,,,6,52,-0.3612
,,,9,45,0.91
,,,10,105,-0.6329
,,,8,33,0.816
,,,9,38,-0.802
,,,8,18,0.765
,,,9,405,-0.8172
,,,5,9,0.7764
,,,1,1,-0.9187
,,,2,7,-0.5739
,,,10,22,0.874
,,,2,0,-0.9217
,,,1,25,-0.5423
,,,7,0,-0.8932
,,,2,8,-0.9176
,,,8,34,0.1027
,,,10,12,0.5575
,,,10,17,0.7964
,,,10,103,-0.9474
,,,5,33,0.0609
,,,8,41,0.25
,,,4,7,-0.8924
,,,10,8,-0.34
,,,8,30,-0.9119
,,,10,31,0.7906
,,,7,67,0.5267
,,,8,6,0.7655
,,,8,7,-0.6189
,,,1,10,0.5267
,,,9,8,0.7351
,,,10,35,-0.7699
,,,3,4,-0.3182
,,,10,30,-0.9022
,,,8,3,-0.5423
,,,9,4,0.25
,,,10,10,0.8478
,,,9,64,0.7664
,,,7,33,-0.4939
,,,10,40,0.7326
,,,10,6,0.0202
,,,9,19,-0.807
,,,10,14,0.5562
,,,8,2,0.4019
,,,5,20,-0.2887
,,,5,10,0.8402
,,,2,24,-0.7598
,,,10,20,-0.8885
,,,1,17,-0.6369
,,,10,14,0.7497
,,,10,20,0.8861
,,,10,11,0.9671
,,,7,26,-0.25
,,,4,14,-0.9674
,,,8,40,0.8185
,,,1,3,0
,,,4,2,-0.9273
,,,9,40,0.0516
,,,7,5,-0.8689
,,,9,15,0.1705
,,,7,36,-0.7845
,,,10,100,-0.802
,,,8,111,0.5647
,,,3,3,-0.2263
,,,3,18,-0.8908
,,,9,97,0.9228
,,,10,12,-0.68
,,,10,52,0.2003
,,,9,21,0.9078
,,,7,43,-0.9741
,,,9,18,0.8687
,,,4,5,-0.9231
,,,3,66,-0.906
,,,8,4,0.6573
,,,7,0,-0.8516
,,,8,8,0.4033
,,,4,2,-0.7326
,,,5,15,0
,,,6,18,-0.1513
,,,6,3,-0.1154
,,,1,3,0.3818
,,,10,73,-0.7081
,,,10,24,0.4019
,,,10,28,-0.5859
,,,10,5,0.7717
,,,10,46,0.6369
,,,10,6,0.91
,,,10,44,0
,,,4,24,-0.6808
,,,2,3,-0.3544
,,,10,14,-0.7584
,,,5,2,0.5473
,,,10,56,-0.9428
,,,10,17,-0.34
,,,8,3,-0.3612
,,,1,7,-0.891
,,,2,11,-0.5423
,,,10,7,0.7716
,,,1,28,0.5538
,,,9,8,0.8225
,,,10,20,0.34
,,,8,3,0.6249
,,,10,18,0.871
,,,10,159,0.5324
,,,5,0,-0.9674
,,,9,19,-0.1119
,,,4,22,0
,,,10,12,0.8949
,,,1,4,-0.8955
,,,5,10,-0.8011
,,,1,45,0.5859
,,,1,11,-0.5686
,,,8,5,-0.6003
,,,6,1,-0.4019
,,,2,9,0.2714
,,,10,12,0.6249
,,,1,4,-0.8523
,,,10,29,-0.6216
,,,10,13,-0.0258
,,,10,29,0.9438
,,,7,16,0.9464
,,,10,42,0.7568
,,,9,65,-0.296
,,,4,68,-0.7096
,,,4,51,-0.829
,,,9,57,0.95
,,,9,139,0.3182
,,,10,40,0.8442
,,,1,10,-0.8225
,,,7,34,0
,,,8,49,0.8883
,,,8,89,0.8386
,,,10,30,-0.2247
,,,10,45,-0.3197
,,,3,3,-0.8943
,,,3,1,-0.1739
,,,10,6,-0.5677
,,,9,5,0.8313
,,,9,72,0.5267
,,,8,61,-0.8625
,,,6,13,0
,,,2,91,-0.0258
,,,9,88,0.8511
,,,10,37,-0.9337
,,,10,67,-0.5106
,,,5,7,0.1779
,,,8,25,-0.7931
,,,10,23,0.8927
,,,9,14,0.7644
,,,1,9,-0.9599
,,,9,34,-0.2942
,,,9,89,0.7096
,,,10,7,-0.8735
,,,10,80,0.6369
,,,1,5,-0.8736
,,,5,35,-0.34
,,,9,7,0.8591
,,,4,18,0.1531
,,,10,25,0.576
,,,4,5,-0.886
,,,8,5,0.8591
,,,10,63,-0.8131
,,,9,6,0.836
,,,2,12,-0.552
,,,3,13,0.2023
,,,10,18,-0.1779
,,,6,23,0.8002
,,,10,6,-0.4951
,,,9,16,-0.3182
,,,1,1,-0.8029
,,,7,24,0.6597
,,,9,54,-0.2023
,,,1,11,-0.4767
,,,7,9,-0.883
,,,1,2,-0.8717
,,,1,4,-0.4912
,,,1,5,-0.9531
,,,7,7,0.296
,,,8,6,0.9058
,,,6,17,0.7479
,,,10,14,-0.296
,,,8,7,0.7366
,,,9,35,-0.9265
,,,10,41,0.1027
,,,6,52,-0.9468
,,,7,9,0.4404
,,,10,16,0.9747
,,,10,8,0.8268
,,,1,17,-0.9824
,,,3,1,-0.9761
,,,9,37,0.5367
,,,8,62,0.8225
,,,10,47,0.6696
,,,10,13,-0.8095
,,,10,25,0.34
,,,10,30,0.3382
,,,10,34,0.1447
,,,5,13,-0.9762
,,,3,2,-0.8309
,,,10,1,0.128
,,,8,2,-0.9165
,,,9,91,0.5994
,,,10,159,-0.8118
,,,9,12,0.7309
,,,9,22,-0.0258
,,,1,17,0.6249
,,,10,74,0.9768
,,,10,5,0.4404
,,,7,9,0.968
,,,9,59,-0.4937
,,,8,3,0
,,,10,32,-0.9849
,,,10,20,0.9133
,,,10,11,0.8257
,,,9,8,0.6892
,,,9,6,-0.802
,,,10,29,0.2918
,,,9,67,-0.3828
,,,9,2,0.6369
,,,3,38,0.4199
,,,2,1,0.8104
,,,10,67,-0.9382
,,,1,5,-0.7707
,,,10,23,0
,,,6,6,-0.5388
,,,8,30,0.5267
,,,10,20,0.5994
,,,10,37,0.8225
,,,10,38,0.9136
,,,10,180,0.802
,,,5,19,-0.9021
,,,1,58,-0.5562
,,,1,1,-0.8478
,,,10,147,0.9479
,,,6,8,-0.2856
,,,7,3,-0.4019
,,,10,168,-0.2263
,,,5,26,-0.3182
,,,10,25,-0.8374
,,,1,38,0.8082
,,,8,28,0.8192
,,,10,181,0.7314
,,,10,6,-0.9742
,,,8,9,-0.3071
,,,10,25,-0.5594
,,,10,4,-0.7741
,,,10,292,0.6573
,,,9,51,0
,,,9,949,-0.7096
,,,10,10,-0.9456
,,,9,11,0.7351
,,,10,234,-0.0516
,,,5,16,-0.8858
,,,10,45,0.9134
,,,1,9,-0.8789
,,,1,2,-0.9247
,,,2,8,0
,,,9,41,0.7184
,,,3,5,-0.9129
,,,2,2,0.6219
,,,1,14,-0.8619
,,,1,3,-0.5423
,,,7,13,-0.6767
,,,10,1,0.4404
,,,10,50,0.5714
,,,6,6,-0.9081
,,,2,61,-0.4019
,,,10,18,0.5962
,,,8,26,-0.483
,,,9,72,0.1531
,,,9,22,0.9644
,,,4,31,-0.7351
,,,4,4,0.4908
,,,3,0,0
,,,10,15,0
,,,3,2,0.8868
,,,8,32,0
,,,8,42,0.8689
,,,1,1,-0.5053
,,,10,22,0.8666
,,,3,4,-0.9644
,,,1,4,0
,,,10,29,0.8356
,,,8,18,-0.5267
,,,1,17,0
,,,9,14,0.6697
,,,10,556,0.4939
,,,1,13,-0.7178
,,,10,35,-0.7256
,,,10,17,0.6239
,,,10,30,0.1779
,,,3,0,-0.926
,,,6,6,-0.6908
,,,10,44,0.7605
,,,3,7,0.9451
,,,1,63,-0.1027
,,,1,12,-0.9234
,,,10,32,-0.9611
,,,5,14,-0.6124
,,,8,46,-0.8772
,,,10,30,-0.5378
,,,8,20,-0.9022
,,,4,5,-0.9403
,,,1,31,0.7184
,,,1,28,-0.9011
,,,10,21,0.0516
,,,9,25,0.584
,,,5,26,-0.1531
,,,1,1,0.8014
,,,8,16,-0.228
,,,10,4,0.7269
,,,10,16,-0.6953
,,,9,18,-0.1511
,,,2,14,-0.8772
,,,8,81,-0.7003
,,,10,99,0.7184
,,,6,11,0.296
,,,1,2,-0.9595
,,,3,2,-0.3595
,,,9,37,-0.7351
,,,10,37,0.0772
,,,9,8,0.8885
,,,1,29,-0.1901
,,,1,19,-0.4404
,,,8,82,0.7845
,,,10,18,0
,,,7,18,0.3182
,,,5,0,-0.7184
,,,10,27,-0.4215
,,,9,9,0.7574
,,,3,3,-0.9421
,,,9,5,-0.0258
,,,10,15,0.7956
,,,8,27,-0.296
,,,8,25,0.7018
,,,7,7,0.743
,,,2,10,-0.5323
,,,10,163,-0.7964
,,,5,4,0.9642
,,,10,26,-0.8658
,,,1,8,0.4215
,,,10,31,-0.4308
,,,9,41,-0.8225
,,,10,16,-0.4939
,,,10,5,-0.4497
,,,9,17,0.7964
,,,9,51,-0.8169
,,,1,3,-0.9616
,,,10,23,0.2023
,,,9,19,-0.5423
,,,3,0,-0.4019
,,,10,23,0.8271
,,,2,10,-0.6741
,,,8,33,-0.022
,,,9,13,-0.875
,,,8,20,0.5574
,,,10,28,0.4404
,,,3,23,-0.2263
,,,5,11,-0.9847
,,,8,12,-0.5095
,,,10,7,0.5859
,,,1,8,-0.9642
,,,10,17,-0.3041
,,,8,14,0.1155
,,,10,75,0.6369
,,,9,44,-0.8478
,,,10,17,0.4005
,,,8,25,-0.9206
,,,10,6,-0.9168
,,,8,19,0.079
,,,2,3,0.6482
,,,10,4,-0.1197
,,,8,5,-0.9062
,,,8,9,-0.8147
,,,10,233,0.9359
,,,7,58,0.4404
,,,10,36,0.4404
,,,1,24,-0.5859
,,,2,5,0
,,,9,23,0.9118
,,,7,29,-0.2523
,,,4,19,0.8316
,,,1,21,-0.8481
,,,4,2,0.3818
,,,10,48,0.875
,,,8,65,0.4902
,,,3,10,-0.1531
,,,1,2,0.0258
,,,9,106,0.5983
,,,8,11,0.8516
,,,10,26,0.9439
,,,1,0,0.6448
,,,1,9,-0.9853
,,,9,12,-0.2263
,,,2,13,-0.9612
,,,6,0,-0.7231
,,,3,8,-0.5962
,,,7,28,-0.0516
,,,5,6,-0.652
,,,1,1,-0.9722
,,,5,27,-0.4939
,,,9,23,-0.4939
,,,10,16,0.7424
,,,10,34,-0.296
,,,9,8,-0.8625
,,,10,8,0.8601
,,,6,4,0.8588
,,,9,23,-0.7906
,,,10,20,0.6369
,,,1,43,-0.7184
,,,9,15,0.7275
,,,10,105,-0.8467
,,,5,18,0.296
,,,1,48,-0.9674
,,,1,18,0.1477
,,,10,20,-0.8079
,,,10,1,0.6249
,,,6,1,0.8442
,,,7,0,-0.5994
,,,9,4,-0.1531
,,,4,8,-0.9166
,,,10,47,0.4648
,,,10,14,-0.4019
,,,9,4,-0.9246
,,,1,5,0
,,,10,69,0.7712
,,,5,6,0.2037
,,,10,101,0.9029
,,,4,3,0.5849
,,,9,116,0.2714
,,,10,16,-0.0772
,,,9,27,0.7239
,,,8,60,0.5994
,,,6,5,-0.34
,,,1,26,-0.4588
,,,9,3,-0.6908
,,,8,22,-0.5106
,,,1,2,0.7184
,,,2,33,-0.6808
,,,10,99,0.7579
,,,8,49,0.5678
,,,8,12,-0.5719
,,,10,9,0.7269
,,,9,76,-0.0041
,,,1,0,-0.323
,,,10,25,0.9766
,,,1,3,0.1429
,,,10,9,-0.8282
,,,8,18,0.8074
,,,5,25,-0.5106
,,,6,9,0.7269
,,,9,4,-0.6727
,,,10,1,0.4497
,,,8,1,-0.7184
,,,4,4,-0.7528
,,,1,14,-0.9686
,,,7,12,-0.8395
,,,10,41,0.9623
,,,10,10,-0.1295
,,,1,3,-0.296
,,,10,110,-0.7869
,,,10,29,-0.1963
,,,2,5,-0.3446
,,,1,32,0.0258
,,,9,20,0.1779
,,,10,11,-0.0813
,,,1,9,-0.7003
,,,10,15,0.2247
,,,6,30,0.8974
,,,9,23,0.8748
,,,2,8,-0.8797
,,,1,11,-0.8022
,,,1,1,0.4019
,,,9,22,0.735
,,,8,45,-0.3182
,,,5,39,0.584
,,,8,1,-0.6249
,,,1,8,-0.9552
,,,9,69,-0.9578
,,,10,31,0.3182
,,,8,21,-0.1531
,,,1,6,0.9655
,,,6,70,0
,,,7,12,0.5267
,,,10,92,0.3802
,,,10,24,-0.9336
,,,10,24,-0.7047
,,,1,1,-0.9559
,,,9,69,0.1531
,,,1,23,-0.8043
,,,1,16,-0.7095
,,,9,145,-0.9652
,,,10,13,-0.3685
,,,8,52,-0.3328
,,,8,37,-0.6124
,,,6,10,0.8821
,,,9,28,-0.9554
,,,9,39,0.9245
,,,8,5,-0.5707
,,,10,4,0.5267
,,,7,89,0.9379
,,,10,16,-0.1027
,,,6,24,0.3818
,,,4,5,0.296
,,,9,39,0.8176
,,,1,25,-0.1063
,,,2,2,0.1403
,,,4,6,0.1511
,,,10,16,-0.5562
,,,8,10,0.7501
,,,5,3,0.0772
,,,9,10,-0.3595
,,,5,19,-0.9878
,,,1,16,-0.623
,,,4,46,-0.9231
,,,10,3,0.4742
,,,1,5,-0.9743
,,,10,12,-0.3987
,,,8,9,-0.6708
,,,10,5,0.9627
,,,4,3,0.8519
,,,3,5,0.2263
,,,1,0,-0.8885
,,,10,41,0.5696
,,,9,27,0.9225
,,,2,7,0.2023
,,,10,26,0.508
,,,9,25,0
,,,10,2,0.4404
,,,10,48,0.0583
,,,3,18,0.7033
,,,10,5,0.4168
,,,6,8,0
,,,7,2,0.4215
,,,9,14,0.5984
,,,3,9,0.1119
,,,1,5,-0.2667
,,,7,10,-0.1779
,,,9,103,0.9855
,,,8,20,-0.4588
,,,9,18,-0.7351
,,,10,28,0.9808
,,,8,5,0.7397
,,,1,53,-0.8442
,,,10,15,0.34
,,,9,15,0
,,,10,46,0.627
,,,10,10,-0.6369
,,,5,67,-0.7061
,,,6,3,-0.5255
,,,10,34,0.802
,,,10,2,0.8555
,,,1,5,-0.0516
,,,5,1,0.3262
,,,10,46,-0.4389
,,,10,49,-0.802
,,,3,6,-0.8934
,,,7,1,-0.7351
,,,10,20,0.7501
,,,10,17,-0.9738
,,,8,0,-0.6874
,,,10,11,0.872
,,,10,31,-0.3818
,,,7,4,-0.7096
,,,10,11,0.6953
,,,1,2,-0.882
,,,9,73,0.8862
,,,7,5,-0.3612
,,,5,0,0.4019
,,,10,11,0.7842
,,,9,15,0.8903
,,,1,1,-0.7487
,,,1,10,-0.8834
,,,2,0,-0.3818
,,,7,52,-0.6588
,,,8,83,0.8271
,,,10,19,0
,,,8,50,-0.2304
,,,3,57,-0.7351
,,,2,3,-0.9563
,,,2,13,-0.9628
,,,1,29,-0.68
,,,8,33,-0.0516
,,,6,2,0.7846
,,,9,11,0.3182
,,,8,26,0.4404
,,,7,12,0.7845
,,,1,23,0.1548
,,,6,10,0.8126
,,,10,1,0.7906
,,,8,21,-0.6133
,,,1,33,0
,,,10,5,-0.8481
,,,5,18,-0.5673
,,,9,79,0.6249
,,,9,28,0.5574
,,,5,32,-0.7269
,,,8,9,-0.8402
,,,9,9,-0.7906
,,,4,2,-0.9555
,,,9,47,0.6486
,,,10,30,0.8908
,,,5,0,0.8617
,,,8,8,0.8957
,,,10,11,0.4724
,,,2,71,0.0352
,,,10,59,0.9217
,,,10,46,-0.9445
,,,9,19,-0.539
,,,10,181,-0.6551
,,,8,40,0.9217
,,,2,0,-0.4215
,,,8,38,-0.2656
,,,10,8,0.2462
,,,4,15,0.7351
,,,10,4,-0.1779
,,,2,13,-0.9873
,,,9,35,0.9317
,,,4,8,0.7141
,,,9,23,-0.0541
,,,1,10,-0.6341
,,,10,9,0.8481
,,,10,47,-0.1779
,,,7,8,-0.4926
,,,6,2,-0.9112
,,,3,0,0.318
,,,10,16,0.8825
,,,8,5,-0.7717
,,,3,67,0.8419
,,,3,31,-0.9208
,,,3,16,-0.9371
,,,8,21,0.4243
,,,8,30,-0.7183
,,,9,13,-0.0129
,,,10,5,0.126
,,,10,2,0.9283
,,,1,6,-0.8271
,,,9,12,-0.8883
,,,10,12,0.1779
,,,10,24,0.5719
,,,10,21,0.6227
,,,8,33,0.623
,,,8,88,0.9518
,,,1,7,-0.8577
